X,Y,OBJECTID,ATT_ID,PROGRAM_CO,PARTNER_CO,AT_CODE,ACTIVITY_S,ACTIVITY_D,ACTIVITY_C,LOCATION_C,USAID_CONT,START_DATE,PLANNED_CO,ACTUAL_COM,TOTAL_COST,PERCENT_CO,MALE_BENEF,FEMALE_BEN,MALE_BEN_1,FEMALE_B_1,DATE_TIME_,INPUTTING_,DATE_TIME1,LAST_MODIF,LOCATION_N,GOV_NAME,WBG_CODE,LAST_ON_SI,PLANNED__1,PARTNER_RE,PERMANENT_,PERMANENT1,SubPartner,RECIPIENT,SLOT,Low_FY,High_FY,Number_of_,Temporary_,Temporary1,Male_Ben_2,Female_B_2,Male_Ben_3,Female_B_3,Male_Ben_4,Female_B_4,Temporar_1,Temporar_2,Male_Ben_5,Female_B_5,Male_Ben_6,Female_B_6,Male_Ben_7,Female_B_7,Program__1,Program__2,Total_Co_1,Other_Cont,Location_L,Coordinate,Xcoord,Ycoord,Certifying,Last_Date_,SO_Code,SO_Name,Office,Office_Nam,AT_NAME,AT_SHORT_N,SUBSECTOR_,SUBSECTOR1,SECTOR_COD,SECTOR_NAM,PARTNER_NA,Program_Na,Program_Ty,Program_St,PE_Code,PE_Name,Activity_1,Activity_2,Region_Cod,Region_Nam,PA_Code,PA_Name,Objective_,Objective1,Objectiv_1,Number_of1,Recipient_,Recipient1,Recipien_1,Subpartn_1
3903943.5953,3685965.794399999082,94004,24718,INPII_APCO,BV-SPC,A051,Completed,"Samu'-Yatta Road. Reconstructing a total of 4392.00 LM and Milling and Overlay a total of 764.00 LM:                    
- Segment A: Reconstructing a total of 4150.00 LM and Milling and Overlay a total of 568.00 LM.                                   
-",,503120,2760036,2013/11/01,2014/09/28,2014/09/28,2240867,100,43179,41485,43179,41485,2014/01/19,INPIIU2,2016/03/07,Smassis,Yatta,Hebron,WB,2014/10/01,2014/07/28,HIMII TO 13-12,0,0,Al Fakher,,-1,FY14,FY14,1,348,8277,20398,19598,6814,6546,15967,15341,315,7497,20398,19598,6814,6546,15967,15341,NA,NA,2760036,0,Village,GPS,35.06972200,31.40888900,Smassis,2016/03/07,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,2,,,,Al Fakher General Contracting Company
3918477.0227,3725812.429799996316433,94005,24719,INPII_APCO,BV-SPC,A051,Completed,Milling and Overlay of Bethlehem Internal Roads: This project was implemented under the High Impact Micro-Infrastructure Initiative (HIMII). The objective of this project is to upgrade ten internal roads in Bethlehem city with a total length of 4 kilomet,,452240,1285822,2013/11/01,2014/05/06,2014/05/06,1274521,100,15390,14786,15390,14786,2014/01/19,INPIIU2,2016/03/07,Smassis,Bethlehem,Bethlehem,WB,2014/05/05,2014/04/29,HIMII TO 13-12,0,0,TARIFI,,-1,FY14,FY14,1,162,3856,7270,6985,2429,2333,5691,5468,118,2809,7270,6985,2429,2333,5691,5468,NA,NA,1285822,0,Village,GPS,35.20027800,31.71388900,Smassis,2016/03/07,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,5,,,,TARIFI Contracting
3925677.3048,3791864.202600002288818,94007,24720,INPII_APCO,BV-SPC,A051,Completed," Construction of a total of 5,450.00 LM of Nablus - Beit Iba - Deir Sharaf Road (Sta. 0+00 to Sta. 5+450 - Segment A). 
 Construction of a total of 272.00 LM of Nablus - Beit Iba - Deir Sharaf Road (Sta. 0+00 to Sta. -0+272 Deir Sharaf Roundabout Segme",,150920,14329926,2013/12/03,2015/05/31,2015/05/31,2000000,100,0,0,0,0,2014/01/19,INPIIU2,2016/04/07,INP2APCO,Nablus,Nablus,WB,2015/04/02,2014/11/03,HIMII TO 13-14,0,0,Brothers_CC,,1,FY14,FY15,2,1145,27255,0,0,0,0,0,0,1165,27733,0,0,0,0,0,0,NA,NA,14329926,0,Village,Automatic,0.00000000,0.00000000,amasri,2015/09/11,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,3,,,,Brothers Company for Contracting
3925677.3048,3791864.202600002288818,94008,24721,INPII_APCO,BV-SPC,A051,Completed,Nablus Deir Sharaf - Tulkarem Road: Upgrade a total of 2.2 km of the Deir Sharaf - Inab Road that connects Nablus city with Highway 557. The road consists of 2.2 km two-lane regional road in the Governorate of Nablus. HIMII,,150920,2021282,2013/12/03,2014/08/20,2014/08/19,3025365,100,0,0,0,0,2014/01/19,INPIIU2,2015/09/11,amasri,Nablus,Nablus,WB,2014/06/17,2014/07/30,HIMII TO 13-14,0,0,Shaltaf,,1,FY14,FY14,1,154,3668,0,0,0,0,0,0,260,6180,0,0,0,0,0,0,NA,NA,2021282,0,Village,Automatic,0.00000000,0.00000000,amasri,2015/09/11,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,2,,,,Shaltaf General Contractors Company
3930000.927700001746416,3816799.301700003445148,53605,24115,INPII_CDM,BV-SPC,W049,On Going,"Qabatiya Well Pump Station and Conveyance System: Construct, install and equip a new pump station for existing Qabatiya Well and construct a 250 mm conveyance system of 3.6 Km that connects Qabatiya Well to Al Zababida junction.",,CLU003,10646205,2013/05/14,2016/03/05,,6858760,90,0,0,39851,38289,2013/08/28,INPIIU2,2016/04/07,INP2CDM,Any Partner -  Jenin,Jenin,WB,2016/01/28,2014/11/14,,0,0,A Brothers,,-1,FY13,FY16,4,718,17098,0,0,0,0,0,0,608,14474,18826,18088,6289,6042,14737,14159,NA,NA,10646205,0,Gov,GPS,35.30379900,32.40657700,amasri,2015/10/23,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Cons/rehab. water wells, reservoirs, pump stations, transmission networks","Cons/rehab. water wells, reservoirs, pump stations, large networks",Water,Water,Water_w,Water_WasteWater,Black and Veatch Special Projects Corp.,INPII CDM task Order,Regular,Active,3.1.8,Water Supply and Sanitation,CON,Construction/Rehab.,WB,West Bank,3.1,Health,3,Investing in People,IIP,0,,,,Arab Brothers Construction Co
3906872.354899998754263,3762520.042000003159046,53606,24116,INPII_CDM,BV-SPC,W052,Completed,"The Scope of Work consists of
- Provision of a well flow monitoring system for existing 38 potable water wells, 3 reservoirs and 5 pump stations in addition to WBWD central control room located at sites throughout the West Bank.
- Transmit the flow data",,CLU009,4847541,2013/05/14,2015/05/20,2015/05/20,4650980,100,0,0,0,0,2013/08/28,INPIIU2,2016/01/22,INP2CDM,Any Partner -  Ramallah,Ramallah & Al Bireh,WB,2015/05/19,2014/11/09,,0,0,BCI,,1,FY13,FY15,3,323,7684,0,0,0,0,0,0,233,5543,0,0,0,0,0,0,NA,NA,4847541,0,Gov,Automatic,0.00000000,0.00000000,amasri,2015/09/11,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,Water operation and maintenance,Water operation and maintenance,Water,Water,Water_w,Water_WasteWater,Black and Veatch Special Projects Corp.,INPII CDM task Order,Regular,Active,3.1.8,Water Supply and Sanitation,COM,Commodities/Materials,WB,West Bank,3.1,Health,3,Investing in People,IIP,0,,,,BCI for computers
3902503.454999998211861,3715840.762900002300739,19151,22256,INPII_IRD,BV-SPC,W049,Completed,"Al Jaba Nuba Main Transmission Pipeline: Installing a new 300 mm and 250 mm diameter main transmission pipeline of approximately 11.5 Km  between Al Jaba and Nuba towns. The pipeline connects to the Mekorot existing pipeline at Al Jaba junction, passe",,CLU013,3897117,2012/09/27,2013/10/31,2013/10/31,3338327,100,30261,29074,30261,29074,2012/10/23,INPIIU2,2015/12/08,INP2IRD,Any Partner - Hebron,Hebron,WB,2013/09/26,2013/09/21,,0,0,Brothers_CC,,-1,FY12,FY14,3,397,9433,14295,13735,4775,4588,11191,10751,287,6820,14295,13735,4775,4588,11191,10751,NA,NA,3897117,0,Gov,GPS,35.05678500,31.63765600,smassis,2015/02/14,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Cons/rehab. water wells, reservoirs, pump stations, transmission networks","Cons/rehab. water wells, reservoirs, pump stations, large networks",Water,Water,Water_w,Water_WasteWater,Black and Veatch Special Projects Corp.,INPII_IRD,Regular,Active,3.1.8,Water Supply and Sanitation,CON,Construction/Rehab.,WB,West Bank,3.1,Health,3,Investing in People,IIP,1,,,,Brothers Company for Contracting
3929578.024999998509884,3828595.887599997222424,36812,23622,INPII_IRD,BV-SPC,A051,Completed,Jenin Al Jalameh Road (Phase II): Upgrade a total of 1.88 km (Phase II) of the Jenin-Al Jalama Road which is a two lane local road located in the Governorate of Jenin that connects AI Jalama crossing point to Jenin City. Work also included the milling an,,CLU003,2860036,2013/04/09,2014/02/09,2014/02/09,2751266,100,0,0,0,0,2013/06/04,INPIIU2,2014/05/28,amasri,Any Partner -  Jenin,Jenin,WB,2013/10/03,2013/12/04,,0,0,,,-1,FY13,FY14,2,327,7774,0,0,0,0,0,0,143,3382,0,0,0,0,0,0,NA,NA,2860036,0,Gov,GPS,35.30000000,32.49600000,amasri,2014/05/28,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_IRD,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,4,,,,
3932249.6928,3813690.9974,36813,23623,INPII_IRD,BV-SPC,A051,Completed,Al Zababida Raba American University Road: Upgrade a total of 3.697 km of the AI Zababida-Raba-American University Road. The road is a two-lane local road that links the American University to the town of Al Zababida and surrounding areas in the Governor,,010435,3478141,2013/04/09,2014/01/29,2014/01/29,3107568,100,4181,4025,4181,4025,2013/06/04,INPIIU2,2015/12/08,INP2IRD,Az Zababida,Jenin,WB,2013/10/03,2013/12/04,,0,0,Azzam,,-1,FY13,FY14,2,333,7930,1975,1901,660,635,1546,1489,144,3424,1975,1901,660,635,1546,1489,NA,NA,3478141,0,Village,GPS,35.32400000,32.38300000,amasri,2014/05/28,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_IRD,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,4,,,,Al Azzam Co.
3922787.5361,3814613.766699999571,36814,23624,INPII_IRD,BV-SPC,A051,Completed,Mirka Al Jarba Road: Upgrade a total of 2.2 km of the Mirka-Al Jarba Road. The road is a two-lane local road that links the town of Mirka with the community of AI Jarba in the Governorate of .lenin. Roadwork is sited in Area A.,,010395,1126040,2013/04/09,2013/11/02,2013/11/02,1193046,100,1034,983,1034,983,2013/06/04,INPIIU2,2015/12/08,INP2IRD,Mirka,Jenin,WB,2013/10/03,2013/10/05,,0,0,Al Amjad,,-1,FY13,FY14,2,151,3587,488,465,163,155,382,364,111,2624,488,465,163,155,382,364,NA,NA,1126040,0,Village,GPS,35.23900000,32.39000000,amasri,2014/05/28,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_IRD,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,5,,,,Al Amjad Al Arabia for Contracting and General Construction
3905087.73699999973,3771714.556699998676777,36815,23625,INPII_IRD,BV-SPC,A051,Completed,Kafr Al Deekk Deir Ghassaneh Road: Upgrade a total of 4.067 km of the Kafr Al Deek-Deir Ghassaneh Road. The road is a two-lane main road that links the town of Kafr Al-Deek in Salfeet Governorate with the community of Deir Ghassaneh in Ramallah Governora,,251425,2823022,2013/04/09,2014/02/05,2014/02/05,3124686,100,4766,4622,4766,4622,2013/06/04,INPIIU2,2015/12/08,INP2IRD,Kafr ad Dik,Salfit District,WB,2014/02/10,2013/12/04,,0,0,TGCGC,,-1,FY13,FY14,2,312,7424,2252,2184,752,729,1763,1708,303,7200,2252,2184,752,729,1763,1708,NA,NA,2823022,0,Village,GPS,35.08000000,32.06400000,amasri,2014/05/28,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_IRD,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,4,,,,Technical Group Company for General Contracting
3913736.816199999303,3811892.988899998366833,36816,23626,INPII_IRD,BV-SPC,A051,Completed,Kafr Rai Al Rama Ajja HWY60 Road: Upgrade a total of 6.071 km of the Kafr Rai AI Rama Ajja HWY60 Road. The road is a two-lane main road that links the town of Kafr Al Rai with the community of AI Rama and Ajja and connects to Road 60 in the Governorate o,,010465,3086565,2013/04/09,2014/02/09,2014/02/09,2447242,100,8174,7953,8174,7953,2013/06/04,INPIIU2,2015/12/08,INP2IRD,Kafr Ra'i,Jenin,WB,2013/10/03,2013/12/04,,0,0,Brothers_CC,,-1,FY13,FY14,2,326,7780,3861,3757,1290,1255,3023,2941,101,2420,3861,3757,1290,1255,3023,2941,NA,NA,3086565,0,Village,GPS,35.15769600,32.36935900,amasri,2014/05/28,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_IRD,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,5,,,,Brothers Company for Contracting
3921451.702199999243,3786567.118600003421307,41203,23693,INPII_IRD,BV-SPC,W049,Completed,"- Installation of 9,821m of transmission main pipeline from Burin reservoir to three reservoirs in Madama, Asira and Urif and Construction of 3 new 500 Cum at grade reservoirs at the three villages. 
- Madama Network: Construction of 15,129 m pipeline ne",,CLU006,7897078,2013/04/23,2014/09/25,2014/09/25,7482630,100,4171,4007,4171,4007,2013/06/26,INPIIU2,2016/03/07,Smassis,Any Partner -  Nablus,Nablus,WB,2013/11/18,2014/07/16,,0,0,ABrothersC,,-1,FY13,FY14,2,807,19205,1970,1893,658,632,1543,1482,1146,27280,1970,1893,658,632,1543,1482,NA,NA,7897078,0,Gov,GPS,35.22700000,32.17700000,Smassis,2016/03/07,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Cons/rehab. water wells, reservoirs, pump stations, transmission networks","Cons/rehab. water wells, reservoirs, pump stations, large networks",Water,Water,Water_w,Water_WasteWater,Black and Veatch Special Projects Corp.,INPII_IRD,Regular,Active,3.1.8,Water Supply and Sanitation,CON,Construction/Rehab.,WB,West Bank,3.1,Health,3,Investing in People,IIP,4,,,,Arab Brothers Company
3900397.846900001168251,3775784.958400003612041,41204,23694,INPII_IRD,BV-SPC,W044,Completed,"Az Zawiya Water Network Project: works includes the installation of 12,534.07 LM of local water networks as well as a total of 7,071.25 LM of household water connections. Work also includes the construction of a total of 77 concrete chambers with all ass",,251360,1961331,2013/04/23,2014/03/31,2014/03/31,1989080,100,2816,2705,2816,2705,2013/06/26,INPIIU2,2016/03/07,Smassis,Az Zawiya,Salfit District,WB,2013/11/18,2014/02/16,,0,0,ABrothersC,,-1,FY13,FY14,2,260,6200,1330,1278,444,427,1041,1001,287,6820,1330,1278,444,427,1041,1001,NA,NA,1961331,0,Village,GPS,35.03787000,32.09498200,Smassis,2016/03/07,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction/rehabilitation of local water/distribution networks, reservoirs, cisterns, springs, etc","Const/rehab of local water networks, reservoirs, cisterns, springs",Water,Water,Water_w,Water_WasteWater,Black and Veatch Special Projects Corp.,INPII_IRD,Regular,Active,3.1.8,Water Supply and Sanitation,CON,Construction/Rehab.,WB,West Bank,3.1,Health,3,Investing in People,IIP,7,,,,Arab Brothers Company
3921061.193399999291,3816483.780500002205372,92007,24684,INPII_IRD,BV-SPC,W049,On Going,"Arraba Well Pump Station - Rehabilitation and Infrastructure Improvements: rehabilitation, upgrade and improvement of water supply wells. Tasks include hydraulic well development and sampling, well performance testing, geophysical logging, and supplying",,CLU003,6376795,2013/10/23,2015/12/12,,6516970,90,0,0,34158,32819,2014/01/09,INPIIU2,2016/04/07,INP2IRD,Any Partner -  Jenin,Jenin,WB,,2015/04/25,HIMII,0,0,,,-1,FY14,FY16,3,753,17918,0,0,0,0,0,0,945,22486,16136,15504,5390,5179,12632,12136,NA,NA,6376795,0,Gov,GPS,35.22349200,32.40418400,,,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Cons/rehab. water wells, reservoirs, pump stations, transmission networks","Cons/rehab. water wells, reservoirs, pump stations, large networks",Water,Water,Water_w,Water_WasteWater,Black and Veatch Special Projects Corp.,INPII_IRD,Regular,Active,3.1.8,Water Supply and Sanitation,CON,Construction/Rehab.,WB,West Bank,3.1,Health,3,Investing in People,IIP,3,,,,
3918739.402800001204014,3807171.295699998736382,92008,24685,INPII_IRD,BV-SPC,W049,On Going,"Sanur Well Pump Station - Rehabilitation and Infrastructure Improvements: rehabilitation, upgrade and improvement of water supply wells. Tasks include hydraulic well development and sampling, well performance testing, geophysical logging, and supplying a",,CLU003,7174727,2013/10/23,2015/12/07,,7011251,90,0,0,42698,41023,2014/01/09,INPIIU2,2016/04/07,INP2IRD,Any Partner -  Jenin,Jenin,WB,,2015/04/25,,0,0,,,-1,FY14,FY16,3,689,16393,0,0,0,0,0,0,849,20208,20170,19379,6738,6473,15790,15170,NA,NA,7174727,0,Gov,GPS,35.20263500,32.33352700,mpeters,2015/09/02,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Cons/rehab. water wells, reservoirs, pump stations, transmission networks","Cons/rehab. water wells, reservoirs, pump stations, large networks",Water,Water,Water_w,Water_WasteWater,Black and Veatch Special Projects Corp.,INPII_IRD,Regular,Active,3.1.8,Water Supply and Sanitation,CON,Construction/Rehab.,WB,West Bank,3.1,Health,3,Investing in People,IIP,2,,,,
3926940.532299999148,3825921.392300002276897,92009,24686,INPII_IRD,BV-SPC,W049,Completed,"Saadeh Well Pump Station - Rehabilitation and Infrastructure Improvements: rehabilitation, upgrade and improvement of water supply wells. Tasks include removal of existing equipment, acidification, hydraulic well development and sampling, well performanc",,CLU003,376335,2013/10/23,2014/03/11,2014/03/11,493635,100,35824,34420,35824,34420,2014/01/09,INPIIU2,2016/02/08,INP2IRD,Any Partner -  Jenin,Jenin,WB,,2014/02/19,HIMII,0,0,,,-1,FY14,FY14,1,51,1218,16923,16260,5653,5431,13248,12729,25,588,16923,16260,5653,5431,13248,12729,NA,NA,376335,0,Gov,GPS,35.27630700,32.47573400,,,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Cons/rehab. water wells, reservoirs, pump stations, transmission networks","Cons/rehab. water wells, reservoirs, pump stations, large networks",Water,Water,Water_w,Water_WasteWater,Black and Veatch Special Projects Corp.,INPII_IRD,Regular,Active,3.1.8,Water Supply and Sanitation,CON,Construction/Rehab.,WB,West Bank,3.1,Health,3,Investing in People,IIP,0,,,,
3924806.871599998325109,3783182.27080000191927,288808,27783,INPII_IRD,BV-SPC,A051,On Going,"The project includes rehabilitating 3.2 kilometers of the road located in areas B&C that connects Nablus City and the northern West Bank to the central and southern West Bank, via Road 60 and Huwarah town. The SOW includes milling and overlay of the main",,151185,5243350,2015/09/30,2016/05/06,,4758826,50,0,0,0,0,2015/10/20,INP2IRD,2016/04/10,INP2IRD,Huwwara,Nablus,WB,2016/03/08,2016/04/16,TO 15-00006,0,0,Brothers_CC,,-1,FY15,FY16,2,351,8345,0,0,0,0,0,0,254,6048,0,0,0,0,0,0,NA,NA,5243350,0,Village,GPS,35.25714000,32.15126000,,,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_IRD,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,0,,,,Brothers Company for Contracting
3930486.547400001436472,3761810.065700002014637,137204,25242,LCP,BV-SPC,A051,Cancelled,"Deir Jareer - Kufur Malik Road (Segment A) and Kufur Malik Western Entrance Road (Segment B): This project consists of upgrading approximately 1.6 km of the Deir Jareer - Kufur Malik Road, in two separate segments; Segment A: Deir Jareer - Kufur Malik Ro",,301590,1150916,2014/05/27,2015/01/21,,1237608,80,0,0,1719,1652,2014/06/09,inpiiu2,2015/08/19,staintor,Kafr Malik,Ramallah & Al Bireh,WB,2015/02/18,2014/11/22,HIMII,0,0,,,-1,FY14,FY15,2,150,3565,0,0,0,0,0,0,189,4488,812,780,270,261,636,611,IR1,Transportation,1150916,0,Village,Pointing,35.30816139,31.98856779,,,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,Local Construction Program,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,20,,,,
3910861.322399999946,3742274.788000002503395,92006,24683,LCP,BV-SPC,A051,Cancelled,Biddu Beit Anan Road: This project was implemented under the High Impact Micro-Infrastructure Initiative (HIMII). The objective of this project is to upgrade a total of 3.523 km  of the Biddu Beit Anan Road. The scope of work includes road reconstruction,,401995,1629898,2013/10/23,2014/07/01,2014/07/01,1346425,90,0,0,8026,7712,2014/01/09,INPIIU2,2015/08/19,staintor,Biddu,Jerusalem,WB,2014/07/07,2014/05/20,HIMII,0,0,SAK,,-1,FY14,FY14,1,226,5390,0,0,0,0,0,0,105,5400,3792,3643,1267,1217,2967,2852,IR3,Other Infrastructure,1629898,0,Village,GPS,35.13186500,31.83960600,smassis,2015/06/30,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,Local Construction Program,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,6,,,,Saqqa and Khoudary Co Ltd
3929320.431699998676777,3824045.672200001776218,92403,24687,LCP,BV-SPC,A051,Cancelled,"Milling and Overlay of Jenin Internal Roads: Milling and overlay a total of 2.59 km of Jenin Internal roads, which includes Abu Bakir Road, Nablus Road, Boor Sa'eed Road and Jenin Eastern Neighborhood Road. The internal roads are located within the vicin",,010180,460695,2013/11/13,2014/04/02,2014/03/30,440883,90,0,0,23818,23182,2014/01/12,INPIIU2,2015/08/19,staintor,Jenin,Jenin,WB,,2014/04/02,HIMII,0,0,,,-1,FY14,FY14,1,70,1673,0,0,0,0,0,0,77,1826,11252,10951,3759,3658,8808,8573,IR3,Other Infrastructure,460695,0,Village,GPS,35.29768600,32.46151800,amasri,2014/05/28,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,Local Construction Program,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,3,,,,
3928460.272300001233816,3759159.240599997341633,137203,25241,LCP,BV-SPC,A051,Cancelled,Ein Yabroud - Deir Jareer Road: This project consists of upgrading approximately 1.052 km of the Ein Yabroud - Deir Jareer Road. The road is a two lane main road that connects the town of Ein Yabroud to the town of Deir Jareer in the Governorate of Ramal,,301650,747595,2014/05/27,2014/12/14,,743594,90,0,0,4310,4140,2014/06/09,inpiiu2,2015/08/19,staintor,Deir Jarir,Ramallah & Al Bireh,WB,2015/02/03,2014/10/23,HIMII,0,0,,,-1,FY14,FY15,2,99,2350,0,0,0,0,0,0,119,2844,2036,1956,680,653,1594,1531,IR3,Other Infrastructure,747595,0,Village,Pointing,35.28995905,31.96836867,,,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,Local Construction Program,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,0,,,,
3910861.322399999946,3742274.788000002503395,256807,27208,LCP_SAK,BV-SPC,A051,Completed,Biddu Beit Anan Road: This project was implemented under the High Impact Micro- Infrastructure Initiative (HIMII). The objective of this project is to upgrade a total of 3.523 km of the Biddu Beit Anan Road. The scope of work includes road reconstruction,,401995,1629898,2013/10/23,2014/07/01,2014/07/01,1629898,100,8026,7712,8026,7712,2015/07/02,LCPSAK1,2015/12/08,LCPSAK1,Biddu,Jerusalem,WB,,2014/07/01,,0,0,,,-1,FY14,FY14,1,226,5390,3792,3643,1267,1217,2967,2852,105,5400,3792,3643,1267,1217,2967,2852,NA,NA,1629898,0,Village,GPS,35.13186500,31.83960600,smassis,2015/09/08,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,Local Construction Program with Saka,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,0,,,,
